,id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
38878,63538,D36453,"Turner, Joseph Mallord William",artist,558,Tivoli: Part of the Fortifications,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36453_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-tivoli-part-of-the-fortifications-d36453
38879,63539,D36454,"Turner, Joseph Mallord William",artist,558,Tivoli: A View inside the Castle,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36454_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-tivoli-a-view-inside-the-castle-d36454
38880,63540,D36455,"Turner, Joseph Mallord William",artist,558,Tivoli: A View Looking through an Arch to the Cascade,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36455_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-tivoli-a-view-looking-through-an-arch-to-the-cascade-d36455
38881,63541,D36456,"Turner, Joseph Mallord William",artist,558,Tivoli: A Bridge and Gateway,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36456_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-tivoli-a-bridge-and-gateway-d36456
38882,63542,D36457,"Turner, Joseph Mallord William",artist,558,Tivoli: A Loggia of the Palazzo d’Este,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36457_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-tivoli-a-loggia-of-the-palazzo-deste-d36457
38883,63543,D36458,"Turner, Joseph Mallord William",artist,558,Albano: A Ruined Building,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36458_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-albano-a-ruined-building-d36458
38884,63544,D36459,"Turner, Joseph Mallord William",artist,558,Ariccia: View Looking up to the Church of Santa Maria,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36459_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-ariccia-view-looking-up-to-the-church-of-santa-maria-d36459
38885,63545,D36460,"Turner, Joseph Mallord William",artist,558,Pompey’s Tomb,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36460_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-pompeys-tomb-d36460
38886,63546,D36461,"Turner, Joseph Mallord William",artist,558,"An Archway through a Building, with a Round Tower",c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36461_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-an-archway-through-a-building-with-a-round-tower-d36461
38887,63547,D36462,"Turner, Joseph Mallord William",artist,558,Rome: A Wall with Trees Overhanging a Street near the Porta Pinciana,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36462_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-rome-a-wall-with-trees-overhanging-a-street-near-the-porta-pinciana-d36462
38888,63548,D36463,"Turner, Joseph Mallord William",artist,558,On the Tiber near Ponte Molle,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36463_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-on-the-tiber-near-ponte-molle-d36463
38889,63549,D36464,"Turner, Joseph Mallord William",artist,558,"View in the Bay of Baiae, with Naples and Vesuvius in the Distance",c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36464_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-view-in-the-bay-of-baiae-with-naples-and-vesuvius-in-the-distance-d36464
38890,63550,D36465,"Turner, Joseph Mallord William",artist,558,On the River Aquacetosa,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36465_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-on-the-river-aquacetosa-d36465
38891,63551,D36466,"Turner, Joseph Mallord William",artist,558,The Promontory of Fino,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36466_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-promontory-of-fino-d36466
38892,63552,D36467,"Turner, Joseph Mallord William",artist,558,A Castle Overlooking the Sea,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36467_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-castle-overlooking-the-sea-d36467
38893,63553,D36468,"Turner, Joseph Mallord William",artist,558,A View on the Lake of Bolsena,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36468_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-view-on-the-lake-of-bolsena-d36468
38894,63554,D36469,"Turner, Joseph Mallord William",artist,558,At Gaeta,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36469_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-at-gaeta-d36469
38895,63555,D36470,"Turner, Joseph Mallord William",artist,558,The Town of Nemi with the Lake Below,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36470_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-town-of-nemi-with-the-lake-below-d36470
38896,63556,D36471,"Turner, Joseph Mallord William",artist,558,"From Salerno, Looking towards Vietri",c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36471_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-from-salerno-looking-towards-vietri-d36471
38897,63557,D36472,"Turner, Joseph Mallord William",artist,558,At Terracina,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36472_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-at-terracina-d36472
38898,63558,D36473,"Turner, Joseph Mallord William",artist,558,The Amphitheatre of Ancient Capua,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36473_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-amphitheatre-of-ancient-capua-d36473
38899,63559,D36474,"Turner, Joseph Mallord William",artist,558,On the Coast of Piedmont,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36474_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-on-the-coast-of-piedmont-d36474
38900,63560,D36475,"Turner, Joseph Mallord William",artist,558,A Circular Temple on a High Cliff Overlooking a Lake,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36475_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-circular-temple-on-a-high-cliff-overlooking-a-lake-d36475
38901,63561,D36476,"Turner, Joseph Mallord William",artist,558,Lago Di Vico from the Hill of Viterbo,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36476_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-lago-di-vico-from-the-hill-of-viterbo-d36476
38902,63562,D36477,"Turner, Joseph Mallord William",artist,558,On Lake Maggiore,c.1794–8,Ink wash and watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36477_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-on-lake-maggiore-d36477
38903,63563,D36478,"Turner, Joseph Mallord William",artist,558,On the Reichenbach,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36478_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-on-the-reichenbach-d36478
38904,63564,D36479,"Turner, Joseph Mallord William",artist,558,The Lower Fall of the Reichenbach,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36479_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-lower-fall-of-the-reichenbach-d36479
38905,63565,D36480,"Turner, Joseph Mallord William",artist,558,The Fall of the Reichenbach,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36480_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-fall-of-the-reichenbach-d36480
38906,63566,D36481,"Turner, Joseph Mallord William",artist,558,Part of the Fall of the Reichenbach,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36481_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-part-of-the-fall-of-the-reichenbach-d36481
38907,63567,D36482,"Turner, Joseph Mallord William",artist,558,The Reichenbach in a Rocky Gorge,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36482_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-reichenbach-in-a-rocky-gorge-d36482
38908,63568,D36483,"Turner, Joseph Mallord William",artist,558,A Waterfall among Rocky Cliffs,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36483_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-waterfall-among-rocky-cliffs-d36483
38909,63569,D36484,"Turner, Joseph Mallord William",artist,558,Buildings near a Lake beneath a Sheer Cliff; a Mountain Beyond,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36484_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-buildings-near-a-lake-beneath-a-sheer-cliff-a-mountain-beyond-d36484
38910,63570,D36485,"Turner, Joseph Mallord William",artist,558,Near the Pantenbrücke in the Canton of Glarus,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36485_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-near-the-pantenbrucke-in-the-canton-of-glarus-d36485
38911,63571,D36486,"Turner, Joseph Mallord William",artist,558,Barns and Sheds beside a Ruined Wall with Gothic Windows,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36486_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-barns-and-sheds-beside-a-ruined-wall-with-gothic-windows-d36486
38912,63572,D36487,"Turner, Joseph Mallord William",artist,558,A View at Civita Castellana,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36487_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-view-at-civita-castellana-d36487
38913,63573,D36488,"Turner, Joseph Mallord William",artist,558,A Convent near Vietri,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36488_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-convent-near-vietri-d36488
38914,63574,D36489,"Turner, Joseph Mallord William",artist,558,A Waterfall among Woods on a Mountain-side,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36489_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-waterfall-among-woods-on-a-mountain-side-d36489
38915,63575,D36490,"Turner, Joseph Mallord William",artist,558,"A Church and Campanile at Chiavenna, with Mountain Beyond",c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36490_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-church-and-campanile-at-chiavenna-with-mountain-beyond-d36490
38916,63576,D36491,"Turner, Joseph Mallord William",artist,558,Naples: The Castel Sant’Elmo,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36491_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-naples-the-castel-santelmo-d36491
38917,63577,D36492,"Turner, Joseph Mallord William",artist,558,Portici: The Fortress in the Boschetto,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36492_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-portici-the-fortress-in-the-boschetto-d36492
38918,63578,D36493,"Turner, Joseph Mallord William",artist,558,Padua: The Euganian Hills Seen from the Walls,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36493_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-padua-the-euganian-hills-seen-from-the-walls-d36493
38919,63579,D36494,"Turner, Joseph Mallord William",artist,558,"Monte della Madonna, near Arcquà",c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36494_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-monte-della-madonna-near-arcqua-d36494
38920,63580,D36495,"Turner, Joseph Mallord William",artist,558,A View on the River Inn,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36495_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-view-on-the-river-inn-d36495
38921,63581,D36496,"Turner, Joseph Mallord William",artist,558,At Terracina,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36496_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-at-terracina-d36496
38922,63582,D36497,"Turner, Joseph Mallord William",artist,558,A View on the Arno,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36497_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-a-view-on-the-arno-d36497
38923,63583,D36498,"Turner, Joseph Mallord William",artist,558,?The Ruins of the Savoy Palace,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36498_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-ruins-of-the-savoy-palace-d36498
38924,63584,D36499,"Turner, Joseph Mallord William",artist,558,View at Portici,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36499_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-view-at-portici-d36499
38925,63585,D36500,"Turner, Joseph Mallord William",artist,558,The River Carizza at La Schaffa,c.1794–8,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1794,1856.0,,,,,,,,http://www.tate.org.uk/art/images/work/D/D36/D36500_8.jpg,http://www.tate.org.uk/art/artworks/turner-girtin-the-river-carizza-at-la-schaffa-d36500
